SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
539784,LICNFNHGP   ,B ,Q,117.00,121.01,117.00,121.01,121.01,116.15,7,62,7490.00,,INF767K01PC8,30-Oct-20,,
539785,PDMJEPAPER  ,B ,Q,15.80,16.09,15.55,16.01,16.09,15.58,40,9670,153405.00,,INE865T01018,30-Oct-20,,
539787,HCG         ,B ,Q,122.05,122.05,119.65,121.45,121.45,120.75,13,133,16023.00,,INE075I01017,30-Oct-20,,
539798,UMIYA       ,B ,Q,9.03,9.97,9.03,9.95,9.95,9.50,24,96627,914729.00,,INE173U01015,30-Oct-20,,
539799,BHARATWIRE  ,B ,Q,23.85,23.85,23.85,23.85,23.85,23.65,1,20,477.00,,INE316L01019,30-Oct-20,,
539800,CHDCHEM     ,B ,Q,55.65,55.65,55.65,55.65,55.65,56.75,9,131,7290.00,,INE043U01010,30-Oct-20,,
539807,INFIBEAM    ,A ,Q,85.00,85.00,82.50,83.70,83.90,83.20,400,48587,4051340.00,,INE483S01020,30-Oct-20,,
539814,RADHEY      ,X ,Q,23.70,24.70,23.10,23.10,23.10,23.50,10,8003,188492.00,,INE204S01012,30-Oct-20,,
539835,SUPERIOR    ,XT,Q,98.60,99.00,98.45,98.95,98.95,98.60,112,1632,161041.00,,INE574R01010,30-Oct-20,,
539837,RPEL        ,T ,Q,162.00,162.00,147.25,147.65,147.25,155.00,33,20115,3004033.00,,INE912T01018,30-Oct-20,,
539841,LANCER      ,B ,Q,61.00,61.10,59.20,60.95,60.95,60.00,23,9233,559833.00,,INE359U01010,30-Oct-20,,
539844,EQUITAS     ,A ,Q,48.00,48.15,46.55,46.90,46.90,47.55,1266,112602,5315251.00,,INE988K01017,30-Oct-20,,
539854,HALDER      ,X ,Q,61.95,61.95,61.95,61.95,61.95,59.00,2,500,30975.00,,INE115S01010,30-Oct-20,,
539861,SKIL        ,B ,Q,2.40,2.46,2.34,2.45,2.45,2.40,19,12367,29967.00,,INE429F01012,30-Oct-20,,
539871,THYROCARE   ,A ,Q,1153.15,1185.05,1139.85,1148.10,1148.10,1138.15,2489,23305,27218542.00,,INE594H01019,30-Oct-20,,
539872,BAJAJHCARE  ,B ,Q,515.00,590.00,510.00,536.45,536.45,499.90,4596,326143,174818420.00,,INE411U01019,30-Oct-20,,
539874,UJJIVAN     ,A ,Q,212.00,216.50,210.20,211.90,211.05,211.70,1701,48529,10368002.00,,INE334L01012,30-Oct-20,,
539876,CROMPTON    ,A ,Q,293.00,304.40,292.95,299.00,299.00,294.40,1281,36747,11008674.00,,INE299U01018,30-Oct-20,,
539883,PILANIINVS  ,B ,Q,1928.00,1928.00,1890.00,1897.80,1904.45,1888.60,81,129,245379.00,,INE417C01014,30-Oct-20,,
539884,DARSHANORNA ,T ,Q,23.00,24.15,21.88,24.15,24.15,23.03,18,1216,28956.00,,INE671T01010,30-Oct-20,,
539889,PARAGMILK   ,A ,Q,107.20,108.20,103.00,106.05,106.45,105.85,641,27152,2884580.00,,INE883N01014,30-Oct-20,,
539894,MADHAVIPL   ,X ,Q,5.08,5.08,4.69,4.70,4.69,4.92,55,41682,197073.00,,INE631R01026,30-Oct-20,,
539911,SNIM        ,XT,Q,5.68,5.68,5.68,5.68,5.68,5.57,40,52,295.00,,INE730R01034,30-Oct-20,,
539917,NAGARFERT   ,B ,Q,4.40,4.40,3.70,3.93,4.01,4.05,69,23486,94593.00,,INE454M01024,30-Oct-20,,
539939,YASHCHEM    ,B ,Q,51.45,51.75,51.45,51.55,51.50,52.25,5,900,46370.00,,INE571U01010,30-Oct-20,,
539940,MAXVIL      ,B ,Q,37.65,38.70,37.15,38.05,38.05,37.65,42,2550,96231.00,,INE154U01015,30-Oct-20,,
539945,ICICINV20   ,B ,Q,59.80,60.00,59.80,60.00,60.00,59.50,3,13,777.00,,INF109KB1WY5,30-Oct-20,,
539956,TAALENT     ,X ,Q,251.10,264.90,251.00,255.25,254.70,258.75,79,4827,1223720.00,,INE524T01011,30-Oct-20,,
539957,MGL         ,A ,Q,814.00,828.40,808.00,815.05,815.05,813.45,2144,45151,36865579.00,,INE002S01010,30-Oct-20,,
539963,ZEAL        ,B ,Q,58.45,62.90,58.00,58.30,58.30,59.40,15,764,44618.00,,INE819S01017,30-Oct-20,,
539978,QUESS       ,A ,Q,403.50,411.15,395.10,409.40,409.75,403.05,794,20671,8344445.00,,INE615P01015,30-Oct-20,,
539979,DIGJAMLTD   ,Z ,Q,2.85,2.95,2.75,2.85,2.80,2.85,27,11492,32870.00,,INE731U01010,30-Oct-20,,
539980,ICICIMCAP   ,B ,Q,65.28,65.50,65.00,65.00,65.00,64.74,5,12,783.00,,INF109KB1XT3,30-Oct-20,,
539982,ASYL        ,T ,Q,8.56,8.56,8.56,8.56,8.56,8.99,1,20,171.00,,INE184U01012,30-Oct-20,,
539984,HUIL        ,X ,Q,760.00,760.00,760.00,760.00,760.00,774.00,1,2,1520.00,,INE799B01017,30-Oct-20,,
539985,TITAANIUM   ,M ,Q,9.60,9.70,9.60,9.70,9.70,9.05,3,24000,231600.00,,INE120V01014,30-Oct-20,,
539986,COMSYN      ,B ,Q,63.00,64.00,60.80,63.00,63.00,63.00,30,4926,310671.00,,INE073V01015,30-Oct-20,,
539991,CFEL        ,X ,Q,44.95,44.95,44.95,44.95,44.95,47.30,1,1,44.00,,INE700F01016,30-Oct-20,,
539992,LLOYDSTEEL  ,B ,Q,0.71,0.71,0.67,0.69,0.69,0.71,131,294897,203495.00,,INE093R01011,30-Oct-20,,
540005,LTI         ,A ,Q,2932.40,2985.00,2902.00,2917.45,2911.60,2932.40,1400,9133,26923556.00,,INE214T01019,30-Oct-20,,
540006,EASTWEST    ,X ,Q,62.55,66.90,59.85,64.65,66.90,62.50,60,81720,4946248.00,,INE595R01015,30-Oct-20,,
540008,BSLSENETFG  ,B ,Q,426.00,450.00,405.05,429.00,429.00,425.05,27,77,33742.00,,INF209KB1119,30-Oct-20,,
540024,ASHARI      ,XT,Q,11.00,11.00,10.60,10.60,10.60,10.60,3,7,76.00,,INE361S01010,30-Oct-20,,
540025,ADVENZYMES  ,A ,Q,320.45,324.85,309.00,311.90,311.90,318.05,2891,32553,10263402.00,,INE837H01020,30-Oct-20,,
540026,LAHL        ,XT,Q,6.99,6.99,6.99,6.99,6.99,6.86,1,5,34.00,,INE213U01019,30-Oct-20,,
540027,PTIL        ,B ,Q,326.50,332.25,301.00,331.50,332.25,328.20,12,20,6536.00,,INE171P01019,30-Oct-20,,
540047,DBL         ,A ,Q,330.00,330.00,320.80,326.90,326.45,323.85,669,7926,2582972.00,,INE917M01012,30-Oct-20,,
540048,SPAL        ,B ,Q,134.95,137.80,128.00,133.50,133.00,134.95,184,3180,421494.00,,INE212I01016,30-Oct-20,,
540061,BIGBLOC     ,T ,Q,71.00,74.00,71.00,74.00,74.00,72.50,5,52,3842.00,,INE412U01017,30-Oct-20,,
540064,FRETAIL     ,A ,Q,73.40,74.00,70.75,71.15,71.15,71.20,3809,387361,27830557.00,,INE752P01024,30-Oct-20,,
540065,RBLBANK     ,A ,Q,174.25,178.85,172.60,174.25,174.25,174.70,4566,402412,70608715.00,,INE976G01028,30-Oct-20,,
540072,SHIVAEXPO   ,M ,Q,1.97,1.99,1.97,1.99,1.99,1.90,2,20000,39600.00,,INE191V01015,30-Oct-20,,
540073,BLS         ,B ,Q,85.65,86.05,82.50,83.20,82.50,86.70,204,7456,621137.00,,INE153T01027,30-Oct-20,,
540078,MITSU       ,B ,Q,120.00,120.00,110.00,115.80,118.90,113.35,30,10345,1187575.00,,INE317V01016,30-Oct-20,,
540080,NARAYANI    ,B ,Q,25.00,25.00,23.10,24.75,24.80,24.00,23,31055,754379.00,,INE715T01015,30-Oct-20,,
540083,TVVISION    ,B ,Q,1.40,1.40,1.40,1.40,1.40,1.45,1,350,490.00,,INE871L01013,30-Oct-20,,
540108,TAHL        ,X ,Q,27.70,27.70,23.55,24.00,24.00,23.85,56,19835,472631.00,,INE864T01011,30-Oct-20,,
540115,LTTS        ,A ,Q,1696.00,1723.15,1653.50,1667.20,1668.50,1694.45,561,3322,5611349.00,,INE010V01017,30-Oct-20,,
540124,GNA         ,B ,Q,230.30,233.60,225.75,229.00,230.05,228.95,186,1862,426656.00,,INE934S01014,30-Oct-20,,
540125,RADHIKAJWE  ,M ,Q,16.17,16.75,16.17,16.51,16.51,16.26,4,9600,157360.00,,INE583V01013,30-Oct-20,,
540133,ICICIPRULI  ,A ,Q,409.25,409.40,398.75,403.50,403.50,408.20,4480,163497,66357077.00,,INE726G01019,30-Oct-20,,
540134,IISL        ,XT,Q,4.64,4.64,4.64,4.64,4.64,4.73,14,2212,10263.00,,INE818R01011,30-Oct-20,,
540135,ARCFIN      ,X ,Q,1.20,1.20,1.20,1.20,1.20,1.18,1,10,12.00,,INE202R01018,30-Oct-20,,
540136,HPL         ,B ,Q,29.55,30.70,29.00,29.05,29.00,29.55,143,3337,97957.00,,INE495S01016,30-Oct-20,,
540143,SAGARSOFT   ,X ,Q,76.25,76.25,73.00,75.00,75.00,73.40,49,4202,313609.00,,INE184B01012,30-Oct-20,,
540145,VALIANTORG  ,B ,Q,3290.00,3364.40,3260.00,3316.15,3340.00,3312.65,327,798,2644502.00,,INE565V01010,30-Oct-20,,
540146,ACML        ,M ,Q,9.51,9.51,9.51,9.51,9.51,10.00,1,1000,9510.00,,INE427V01013,30-Oct-20,,
540147,SHASHIJIT   ,B ,Q,30.70,30.90,28.00,28.40,28.40,27.85,5,2360,70018.00,,INE700V01013,30-Oct-20,,
540150,MHEL        ,M ,Q,37.15,37.15,37.15,37.15,37.15,37.00,1,3000,111450.00,,INE957U01011,30-Oct-20,,
540153,ENDURANCE   ,A ,Q,1019.65,1062.95,1015.35,1059.05,1054.10,1028.95,1192,18986,19914937.00,,INE913H01037,30-Oct-20,,
540154,IDFSENSEXE  ,B ,Q,381.31,387.00,381.31,387.00,387.00,408.90,2,2,768.00,,INF194KA1T91,30-Oct-20,,
540173,PNBHOUSING  ,A ,Q,345.40,360.00,344.00,353.05,353.60,345.05,1011,16525,5810682.00,,INE572E01012,30-Oct-20,,
540174,SOUTHERNIN  ,XT,Q,6.43,6.43,6.43,6.43,6.43,6.56,2,6,38.00,,INE298B01010,30-Oct-20,,
540175,REGENCY     ,X ,Q,17.15,17.15,17.15,17.15,17.15,18.05,8,322,5522.00,,INE964R01013,30-Oct-20,,
540180,VBL         ,A ,Q,662.45,662.50,645.20,654.70,656.35,653.30,453,21180,13749762.00,,INE200M01013,30-Oct-20,,
540192,LKPSEC      ,X ,Q,4.93,5.16,4.85,5.08,5.08,4.93,35,9722,49374.00,,INE341H01023,30-Oct-20,,
540198,OSIAJEE     ,X ,Q,41.00,41.60,38.70,39.75,39.75,39.65,194,38138,1518139.00,,INE186R01013,30-Oct-20,,
540203,SFL         ,A ,Q,1329.95,1329.95,1295.70,1310.00,1311.45,1301.60,54,178,231972.00,,INE916U01025,30-Oct-20,,
540210,TMRVL       ,B ,Q,8.29,8.75,8.28,8.71,8.75,8.56,89,14554,124872.00,,INE759V01019,30-Oct-20,,
540212,TCIEXP      ,A ,Q,803.00,812.00,777.00,792.30,789.00,788.85,356,1698,1347935.00,,INE586V01016,30-Oct-20,,
540222,LAURUSLABS  ,A ,Q,337.00,345.00,316.25,319.20,319.20,330.35,26885,1076988,354355281.00,,INE947Q01028,30-Oct-20,,
540253,SNTCL       ,XT,Q,1.98,1.98,1.80,1.97,1.97,1.89,16,7433,14627.00,,INE066E01015,30-Oct-20,,
540259,SHANGAR     ,XT,Q,20.65,20.65,20.65,20.65,20.65,21.05,4,151,3118.00,,INE118R01024,30-Oct-20,,
540268,DHANVARSHA  ,XT,Q,208.10,217.00,208.10,216.50,216.50,218.90,10,232,48409.00,,INE615R01011,30-Oct-20,,
540293,PRICOLLTD   ,B ,Q,62.00,64.00,59.35,60.05,60.00,61.95,437,19805,1216150.00,,INE726V01018,30-Oct-20,,
540358,RMC         ,M ,Q,13.56,17.90,13.56,14.00,14.00,16.95,6,16000,228700.00,,INE655V01019,30-Oct-20,,
540359,PARMAX      ,XT,Q,41.00,41.00,41.00,41.00,41.00,41.50,1,1,41.00,,INE240T01014,30-Oct-20,,
540366,RADIOCITY   ,B ,Q,22.00,22.15,21.10,21.45,21.45,21.75,162,36358,783078.00,,INE919I01024,30-Oct-20,,
540376,DMART       ,A ,Q,2267.00,2276.00,2195.50,2241.30,2229.20,2265.25,3356,40857,91171904.00,,INE192R01011,30-Oct-20,,
540385,KDLL        ,XT,Q,21.85,21.85,21.85,21.85,21.85,23.00,11,300,6555.00,,INE081R01016,30-Oct-20,,
540393,SMLT        ,M ,Q,24.75,24.75,24.75,24.75,24.75,24.50,1,2000,49500.00,,INE017W01010,30-Oct-20,,
540396,MANOMAY     ,M ,Q,33.45,33.45,33.45,33.45,33.45,33.10,1,4000,133800.00,,INE784W01015,30-Oct-20,,
540401,MAXIMUS     ,B ,Q,119.00,120.00,114.75,120.00,120.00,117.50,19,8860,1021178.00,,INE544W01013,30-Oct-20,,
540403,CLEDUCATE   ,T ,Q,68.00,69.70,65.50,67.95,69.70,66.80,38,3298,221200.00,,INE201M01011,30-Oct-20,,
540404,PRIMEFRESH  ,M ,Q,99.90,100.00,99.90,100.00,100.00,98.05,2,2000,199900.00,,INE442V01012,30-Oct-20,,
540405,OCEANIC     ,T ,Q,37.05,39.00,37.05,39.00,39.00,38.95,2,117,4336.00,,INE711V01010,30-Oct-20,,
540425,SHANKARA    ,A ,Q,322.15,323.50,315.20,316.45,316.00,316.75,80,491,156094.00,,INE274V01019,30-Oct-20,,
540481,CLFL        ,XT,Q,11.03,11.03,11.03,11.03,11.03,10.82,1,1,11.00,,INE949C01016,30-Oct-20,,
540492,STARLINE    ,M ,Q,61.05,63.25,60.80,62.40,62.40,60.95,4,20000,1237500.00,,INE594W01026,30-Oct-20,,
540497,SCHAND      ,B ,Q,63.10,64.80,62.00,62.35,62.05,64.15,21,1176,73919.00,,INE807K01035,30-Oct-20,,
540526,IRBINVIT    ,IF,Q,36.90,37.74,36.11,37.56,37.74,36.86,37,97500,3604950.00,,INE183W23014,30-Oct-20,,
540530,HUDCO       ,A ,Q,31.70,32.45,31.35,31.60,31.60,31.70,637,114734,3663396.00,,INE031A01017,30-Oct-20,,
540544,PSPPROJECT  ,B ,Q,390.05,391.00,386.40,387.00,386.40,386.75,46,260,100953.00,,INE488V01015,30-Oct-20,,
540552,AXISAEGPG   ,B ,Q,11.75,11.75,11.69,11.69,11.69,11.72,3,21,246.00,,INF846K01ZK2,30-Oct-20,,
540565,INDIGRID    ,IF,Q,109.00,109.43,109.00,109.24,109.05,109.44,4,6804,743064.00,,INE219X23014,30-Oct-20,,
540570,VARIMAN     ,X ,Q,14.44,15.95,14.44,14.44,14.44,15.20,12,848,12398.00,,INE717F01010,30-Oct-20,,
540575,STARCEMENT  ,A ,Q,84.10,84.55,82.90,83.00,83.00,83.00,112,1984,165464.00,,INE460H01021,30-Oct-20,,
540590,RIDDHICORP  ,B ,Q,150.00,151.00,144.00,150.90,150.90,147.15,35,5029,755607.00,,INE325X01015,30-Oct-20,,
540595,TEJASNET    ,B ,Q,90.00,92.95,89.05,89.80,89.80,89.60,1277,59959,5404450.00,,INE010J01012,30-Oct-20,,
540596,ERIS        ,A ,Q,496.15,505.25,495.00,500.10,501.05,497.40,329,3438,1714667.00,,INE406M01024,30-Oct-20,,
540602,GTPL        ,B ,Q,113.45,114.65,111.40,114.10,114.05,111.90,397,12139,1362997.00,,INE869I01013,30-Oct-20,,
540611,AUBANK      ,A ,Q,788.00,790.00,775.00,775.80,775.00,781.20,412,3725,2905560.00,,INE949L01017,30-Oct-20,,
540612,ICICILOVOL  ,B ,Q,99.30,99.30,98.59,98.81,98.81,99.50,5,6,593.00,,INF109KB10T8,30-Oct-20,,
540614,GGENG       ,B ,Q,80.00,81.00,78.00,79.15,78.55,78.55,441,109906,8726764.00,,INE694X01014,30-Oct-20,,
540615,7NR         ,B ,Q,5.35,5.85,5.33,5.34,5.33,5.61,87,19990,107459.00,,INE413X01019,30-Oct-20,,
540621,BHAGYAPROP  ,B ,Q,22.80,23.00,22.80,23.00,23.00,23.40,2,2001,46022.00,,INE363W01018,30-Oct-20,,
540642,SALASAR     ,B ,Q,196.30,201.60,195.15,199.75,201.10,196.30,79,404,80371.00,,INE170V01019,30-Oct-20,,
540647,GANGESSEC   ,B ,Q,42.25,42.25,42.25,42.25,42.25,40.50,12,300,12675.00,,INE335W01016,30-Oct-20,,
540649,AVADHSUGAR  ,B ,Q,188.00,188.25,182.25,182.70,182.70,186.05,203,3176,586782.00,,INE349W01017,30-Oct-20,,
540650,MAGADHSUGAR ,B ,Q,113.05,113.05,109.60,109.70,109.75,110.25,27,531,58501.00,,INE347W01011,30-Oct-20,,
540653,SINTEXPLAST ,B ,Q,2.50,2.64,2.41,2.45,2.43,2.53,372,580416,1419472.00,,INE501W01021,30-Oct-20,,
540654,GSTL        ,T ,Q,65.70,69.95,65.70,68.30,68.30,69.10,36,3208,217217.00,,INE632W01016,30-Oct-20,,
540673,SIS         ,A ,Q,370.00,404.00,363.50,371.75,371.75,354.05,6867,68502,26404643.00,,INE285J01028,30-Oct-20,,
540678,COCHINSHIP  ,A ,Q,340.00,347.00,337.30,339.30,339.30,338.90,379,5711,1949779.00,,INE704P01017,30-Oct-20,,
540679,SMSLIFE     ,B ,Q,601.30,603.75,572.00,588.60,588.60,595.40,116,560,328925.00,,INE320X01016,30-Oct-20,,
540680,KIOCL       ,B ,Q,112.40,113.00,110.30,113.00,113.00,108.00,42,625,70321.00,,INE880L01014,30-Oct-20,,
540686,SMRUTHIORG  ,X ,Q,317.05,319.00,315.35,319.00,319.00,321.75,24,2130,675366.00,,INE172E01011,30-Oct-20,,
540691,ABCAPITAL   ,A ,Q,65.75,66.45,64.20,64.75,64.90,65.15,1223,124828,8108436.00,,INE674K01013,30-Oct-20,,
540692,APEX        ,B ,Q,255.00,255.65,249.10,249.80,249.10,252.30,289,2197,552788.00,,INE346W01013,30-Oct-20,,
540693,SHISHIND    ,M ,Q,59.50,59.50,59.50,59.50,59.50,58.50,1,4000,238000.00,,INE145Y01015,30-Oct-20,,
540694,ANG         ,M ,Q,49.60,49.60,49.60,49.60,49.60,50.45,1,1600,79360.00,,INE236W01016,30-Oct-20,,
540697,AMFL        ,B ,Q,1.38,1.38,1.38,1.38,1.38,1.45,87,97196,134130.00,,INE319X01018,30-Oct-20,,
540699,DIXON       ,A ,Q,9080.00,9428.20,9025.05,9317.20,9311.00,9046.40,1280,2267,20977436.00,,INE935N01012,30-Oct-20,,
540700,BRNL        ,B ,Q,29.05,29.95,29.05,29.35,29.30,30.00,65,1290,37874.00,,INE727S01012,30-Oct-20,,
540701,DCAL        ,A ,Q,156.00,156.30,150.95,151.65,151.80,155.95,491,18750,2873855.00,,INE385W01011,30-Oct-20,,
540702,LASA        ,B ,Q,72.10,74.95,71.30,71.55,71.70,71.90,403,11471,833461.00,,INE670X01014,30-Oct-20,,
540704,MATRIMONY   ,B ,Q,651.55,656.90,640.00,653.60,653.85,647.85,185,1252,809273.00,,INE866R01028,30-Oct-20,,
540709,RELHOME     ,B ,Q,1.99,1.99,1.87,1.92,1.94,1.96,436,648226,1232536.00,,INE217K01011,30-Oct-20,,
540710,CAPACITE    ,B ,Q,136.00,136.60,133.25,135.55,135.50,135.05,270,2470,333505.00,,INE264T01014,30-Oct-20,,
540715,SAGAR       ,M ,Q,6.85,6.90,6.70,6.70,6.70,6.70,3,9000,61350.00,,INE146Y01013,30-Oct-20,,
540716,ICICIGI     ,A ,Q,1244.00,1244.00,1218.80,1235.90,1236.00,1243.35,1136,7693,9450671.00,,INE765G01017,30-Oct-20,,
540719,SBILIFE     ,A ,Q,759.15,775.65,757.50,769.90,771.40,761.20,1150,16831,12912711.00,,INE123W01016,30-Oct-20,,
540724,DIAMONDYD   ,B ,Q,600.00,604.00,597.05,600.55,600.55,593.85,30,96,57525.00,,INE393P01035,30-Oct-20,,
540725,SISL        ,B ,Q,99.75,104.00,99.15,99.15,99.15,101.55,86,9097,918262.00,,INE932X01018,30-Oct-20,,
540726,TTFL        ,B ,Q,25.00,25.00,25.00,25.00,25.00,24.25,1,100,2500.00,,INE071Y01013,30-Oct-20,,
540727,POOJA       ,M ,Q,16.30,16.30,16.30,16.30,16.30,15.70,1,6000,97800.00,,INE973X01012,30-Oct-20,,
540730,MEHAI       ,B ,Q,15.05,15.10,14.00,14.15,14.05,14.40,12,542,7761.00,,INE062Y01012,30-Oct-20,,
540735,IRIS        ,M ,Q,31.10,31.50,31.10,31.50,31.50,31.00,2,8000,250400.00,,INE864K01010,30-Oct-20,,
540737,SGRL        ,M ,Q,122.50,122.50,122.50,122.50,122.50,121.00,1,1673,204942.00,,INE414Y01015,30-Oct-20,,
540743,GODREJAGRO  ,A ,Q,525.00,529.15,512.40,515.40,512.70,522.05,969,24707,12917561.00,,INE850D01014,30-Oct-20,,
540744,MESCON      ,XT,Q,4.60,4.60,4.37,4.59,4.59,4.60,16,2788,12466.00,,INE170N01016,30-Oct-20,,
540749,MASFIN      ,A ,Q,830.05,833.70,816.15,829.05,831.25,825.10,123,666,550434.00,,INE348L01012,30-Oct-20,,
540750,IEX         ,A ,Q,194.00,196.50,191.15,191.30,191.15,193.30,495,14144,2727959.00,,INE022Q01020,30-Oct-20,,
540755,GICRE       ,A ,Q,118.80,119.50,117.10,117.95,117.95,118.00,169,3122,369402.00,,INE481Y01014,30-Oct-20,,
540757,SCPL        ,M ,Q,173.50,173.50,173.50,173.50,173.50,167.80,1,800,138800.00,,INE501Y01019,30-Oct-20,,
540762,TIINDIA     ,A ,Q,668.00,668.00,642.50,654.35,659.45,648.10,517,3125,2035176.00,,INE974X01010,30-Oct-20,,
540767,NAM-INDIA   ,A ,Q,272.80,275.60,270.05,271.60,271.60,273.00,971,14759,4037381.00,,INE298J01013,30-Oct-20,,
540768,MAHLOG      ,A ,Q,357.00,358.00,355.00,356.80,356.55,352.20,141,499,177694.00,,INE766P01016,30-Oct-20,,
540769,NIACL       ,A ,Q,101.15,102.10,100.05,101.30,101.30,101.10,345,4490,454240.00,,INE470Y01017,30-Oct-20,,
540774,IFGLEXPOR   ,B ,Q,145.50,145.50,139.00,142.90,140.50,142.05,79,3418,485141.00,,INE133Y01011,30-Oct-20,,
540775,KHADIM      ,B ,Q,107.90,110.25,106.00,106.70,106.65,107.25,126,1075,114800.00,,INE834I01025,30-Oct-20,,
540776,5PAISA      ,T ,Q,330.00,331.95,324.25,324.25,324.25,341.30,52,845,274577.00,,INE618L01018,30-Oct-20,,
540777,HDFCLIFE    ,A ,Q,588.60,598.00,584.00,589.90,589.90,586.15,8027,179004,105841994.00,,INE795G01014,30-Oct-20,,
540782,SBRANDS     ,M ,Q,4.60,4.60,4.60,4.60,4.60,4.50,1,1000,4600.00,,INE204Y01010,30-Oct-20,,
540786,SHARIKA     ,M ,Q,34.00,34.00,34.00,34.00,34.00,31.10,1,3000,102000.00,,INE669Y01014,30-Oct-20,,
540787,ICICIB22    ,B ,Q,24.40,24.81,24.35,24.69,24.64,24.33,353,138995,3423755.00,,INF109KB15Y7,30-Oct-20,,
540788,ASPIRA      ,X ,Q,22.05,22.05,22.05,22.05,22.05,21.00,1,100,2205.00,,INE500C01017,30-Oct-20,,
540793,HHOF1140RG  ,B ,Q,7.77,7.77,7.61,7.66,7.66,7.72,17,33405,254367.00,,INF179KB1W87,30-Oct-20,,
540795,DYNAMIC     ,B ,Q,27.90,27.90,26.65,27.10,27.50,27.45,17,1546,42477.00,,INE600Y01019,30-Oct-20,,
540797,SHALBY      ,B ,Q,92.35,92.35,89.65,90.55,90.20,91.05,298,6772,614142.00,,INE597J01018,30-Oct-20,,
540798,FSC         ,B ,Q,88.90,88.90,84.90,86.10,86.10,85.70,895,25522,2218903.00,,INE935Q01015,30-Oct-20,,
540799,DACEFRG     ,B ,Q,9.86,9.86,9.86,9.86,9.86,9.86,1,50,493.00,,INF740KA1CU1,30-Oct-20,,
540824,ASTRON      ,B ,Q,47.60,47.80,45.95,46.50,46.50,46.40,50,2316,109015.00,,INE646X01014,30-Oct-20,,
540829,CHANDRIMA   ,XT,Q,17.00,17.00,17.00,17.00,17.00,17.30,5,420,7140.00,,INE371F01016,30-Oct-20,,
540862,IPRU3019    ,B ,Q,7.12,7.12,7.12,7.12,7.12,7.85,1,1800,12816.00,,INF109KB17Z0,30-Oct-20,,
540879,APOLLO      ,B ,Q,105.40,107.05,104.50,105.00,105.65,105.10,258,5269,555526.00,,INE713T01010,30-Oct-20,,
540900,NEWGEN      ,B ,Q,242.90,262.40,236.40,259.20,259.20,245.70,1801,31654,8113640.00,,INE619B01017,30-Oct-20,,
540901,PRAXIS      ,T ,Q,30.50,33.35,30.40,30.70,30.80,32.00,56,9998,308210.00,,INE546Y01022,30-Oct-20,,
540902,AMBER       ,A ,Q,2215.00,2225.75,2145.15,2176.00,2176.00,2196.60,665,3502,7637239.00,,INE371P01015,30-Oct-20,,
540923,AML         ,M ,Q,2.10,2.42,2.10,2.42,2.42,2.20,13,90000,211200.00,,INE760Y01011,30-Oct-20,,
540935,GALAXYSURF  ,A ,Q,1691.00,1691.00,1620.00,1638.30,1645.00,1636.20,370,977,1598529.00,,INE600K01018,30-Oct-20,,
540938,GUJHYSPIN   ,M ,Q,5.00,5.00,5.00,5.00,5.00,4.80,3,30000,150000.00,,INE578V01013,30-Oct-20,,
540947,IPRU3034    ,B ,Q,7.22,7.22,7.22,7.22,7.22,7.51,2,5000,36100.00,,INF109KC1333,30-Oct-20,,
540954,IWP         ,X ,Q,22.85,24.10,22.50,23.15,23.15,22.30,33,2184,49830.00,,INE586E01020,30-Oct-20,,
540955,TDSL        ,B ,Q,24.25,24.25,22.70,23.00,23.00,23.65,26,5123,118206.00,,INE773Y01014,30-Oct-20,,
540956,BHATIA      ,B ,Q,73.75,73.75,73.75,73.75,73.75,77.00,1,1,73.00,,INE341Z01017,30-Oct-20,,
540975,ASTERDM     ,A ,Q,137.90,137.90,133.90,134.05,134.00,138.25,288,5579,751373.00,,INE914M01019,30-Oct-20,,
541005,KANCOTEA    ,X ,Q,29.00,29.25,29.00,29.00,29.00,30.50,6,1524,44221.00,,INE398L01017,30-Oct-20,,
541019,HGINFRA     ,B ,Q,180.15,182.95,177.90,179.00,180.60,179.10,115,1273,228344.00,,INE926X01010,30-Oct-20,,
541083,INFLAME     ,M ,Q,89.10,111.90,89.10,102.75,111.90,98.65,4,5000,500100.00,,INE464Z01017,30-Oct-20,,
541096,BPLPHARMA   ,XT,Q,365.00,372.20,365.00,369.30,369.90,365.05,42,550,203807.00,,INE365Y01019,30-Oct-20,,
541097,LIQUIDETF   ,F ,Q,1000.01,1000.01,999.99,1000.00,1000.01,1000.01,1074,3270,3270005.00,,INF740KA1EU7,30-Oct-20,,
541143,BDL         ,A ,Q,292.85,293.00,288.00,289.30,288.90,291.50,426,5735,1667299.00,,INE171Z01018,30-Oct-20,,
541153,BANDHANBNK  ,A ,Q,295.00,295.00,287.05,289.25,289.95,293.05,3636,226005,65674075.00,,INE545U01014,30-Oct-20,,
541154,HAL         ,A ,Q,695.00,704.30,685.00,687.70,687.70,694.80,1036,10789,7464234.00,,INE066F01012,30-Oct-20,,
541161,KARDA       ,T ,Q,97.80,97.80,96.00,96.95,97.00,96.95,11,1408,136239.00,,INE278R01026,30-Oct-20,,
