SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,B ,Q,887.00,907.15,887.00,897.30,888.20,886.25,310,3197,2874783.00,,INE117A01022,30-Oct-20,,
500003,AEGIS LOGIS ,A ,Q,219.00,219.50,205.10,206.85,207.65,215.55,963,13572,2867884.00,,INE208C01025,30-Oct-20,,
500008,AMAR RAJA BA,A ,Q,738.00,771.55,738.00,766.25,766.25,743.90,3340,94550,72167101.00,,INE885A01032,30-Oct-20,,
500009,A.SARABHAI  ,X ,Q,17.30,18.00,17.00,17.55,17.50,17.70,83,11873,206954.00,,INE432A01017,30-Oct-20,,
500010,HDFC        ,A ,Q,1934.00,1947.00,1907.70,1922.75,1922.75,1934.25,3562,50371,96929652.00,,INE001A01036,30-Oct-20,,
500012,ANDHRA PETRO,XT,Q,37.50,37.50,35.05,36.85,37.25,36.00,118,30213,1109503.00,,INE714B01016,30-Oct-20,,
500013,ANSAL INFRAS,B ,Q,4.21,4.28,4.06,4.11,4.11,4.11,26,7661,31756.00,,INE436A01026,30-Oct-20,,
500014,UTIQUE      ,X ,Q,1.14,1.14,1.14,1.14,1.14,1.04,3,704,802.00,,INE096A01010,30-Oct-20,,
500020,BOM DYEING  ,A ,Q,62.00,62.75,61.45,61.70,61.70,62.05,608,53674,3327779.00,,INE032A01023,30-Oct-20,,
500023,ASIANHOTNR  ,B ,Q,51.90,52.70,51.05,51.90,51.90,52.00,10,95,4924.00,,INE363A01022,30-Oct-20,,
500027,ATUL LTD.   ,A ,Q,6108.30,6108.30,5970.00,6006.70,6010.00,6073.55,190,337,2033476.00,,INE100A01010,30-Oct-20,,
500028,ATV PROJECTS,XT,Q,3.90,4.08,3.71,3.71,3.71,3.90,23,16680,63246.00,,INE447A01015,30-Oct-20,,
500029,AUTOLITE(I) ,B ,Q,18.00,18.45,17.75,18.10,18.10,18.45,9,1903,34110.00,,INE448A01013,30-Oct-20,,
500031,BAJAJ ELECT.,A ,Q,497.00,498.75,486.00,488.00,489.45,491.35,235,3260,1605099.00,,INE193E01025,30-Oct-20,,
500032,BAJAJHIND   ,B ,Q,4.78,4.78,4.66,4.69,4.69,4.74,576,307816,1448512.00,,INE306A01021,30-Oct-20,,
500033,FORCE MOTR  ,A ,Q,1038.10,1038.10,1001.75,1028.45,1028.00,1027.25,189,1432,1461802.00,,INE451A01017,30-Oct-20,,
500034,BAJFINANCE  ,A ,Q,3378.00,3392.40,3255.00,3307.65,3307.65,3379.60,11346,117454,388639434.00,,INE296A01024,30-Oct-20,,
500038,BALRAM.CHINI,A ,Q,164.90,167.90,159.00,159.95,159.95,164.10,1027,40903,6668331.00,,INE119A01028,30-Oct-20,,
500039,BANCO PROD. ,B ,Q,91.65,92.20,89.55,89.90,89.90,90.70,208,10201,921065.00,,INE213C01025,30-Oct-20,,
500040,CENTURY TEXT,A ,Q,305.10,311.00,302.00,306.05,305.75,307.05,949,22506,6902539.00,,INE055A01016,30-Oct-20,,
500041,BANNARI AMAN,B ,Q,1300.00,1308.00,1300.00,1308.00,1308.00,1308.95,9,59,76764.00,,INE459A01010,30-Oct-20,,
500042,BASF INDIA  ,A ,Q,1355.85,1375.00,1355.30,1363.50,1359.40,1358.80,315,1018,1386387.00,,INE373A01013,30-Oct-20,,
500043,BATA INDIA  ,A ,Q,1305.00,1321.30,1288.70,1312.90,1312.90,1303.50,2485,25113,32798561.00,,INE176A01028,30-Oct-20,,
500048,BEML LTD    ,A ,Q,611.65,622.00,607.50,614.90,612.00,615.35,518,30243,18524348.00,,INE258A01016,30-Oct-20,,
500049,BHARAT ELECT,A ,Q,86.90,89.80,86.45,87.05,87.00,86.70,3156,486339,42749762.00,,INE263A01024,30-Oct-20,,
500052,BHANSALI ENG,B ,Q,82.10,83.90,80.50,81.90,81.40,81.90,552,26691,2188263.00,,INE922A01025,30-Oct-20,,
500055,TATASTLBSL  ,B ,Q,24.75,25.25,24.05,24.85,24.85,24.40,473,154518,3806788.00,,INE824B01021,30-Oct-20,,
500058,BIHAR SPONGE,XT,Q,1.20,1.20,1.20,1.20,1.20,1.18,4,10070,12084.00,,INE819C01011,30-Oct-20,,
500060,BIRLACABLE  ,B ,Q,48.50,49.75,47.55,48.20,48.40,48.65,240,9919,482612.00,,INE800A01015,30-Oct-20,,
500067,BLUE STAR   ,A ,Q,635.65,635.80,613.75,626.40,627.65,630.90,559,3352,2093569.00,,INE472A01039,30-Oct-20,,
500068,DISA INDIA  ,X ,Q,3448.00,3485.00,3380.00,3420.10,3420.10,3448.00,16,72,247499.00,,INE131C01011,30-Oct-20,,
500069,BNK CAPITAL ,X ,Q,73.75,73.90,66.95,70.00,70.00,65.20,36,2763,201623.00,,INE418C01012,30-Oct-20,,
500074,BPL LTD.    ,B ,Q,17.50,17.55,17.15,17.40,17.20,17.45,71,7849,135708.00,,INE110A01019,30-Oct-20,,
500078,OAL         ,B ,Q,460.15,476.00,445.30,458.05,452.80,444.15,824,3468,1589812.00,,INE959C01023,30-Oct-20,,
500083,CENTURY EXT ,B ,Q,3.46,3.46,3.34,3.36,3.41,3.37,36,6681,22515.00,,INE281A01026,30-Oct-20,,
500084,CESC LTD.   ,A ,Q,568.00,585.75,560.15,563.15,560.65,568.00,646,34550,19502781.00,,INE486A01013,30-Oct-20,,
500085,CHAMBAL FERT,A ,Q,164.00,164.45,162.15,162.50,162.50,162.05,325,15039,2452297.00,,INE085A01013,30-Oct-20,,
500086,EXIDE IND.  ,A ,Q,157.85,159.40,155.65,158.95,158.95,157.15,1452,67332,10635925.00,,INE302A01020,30-Oct-20,,
500087,CIPLA LTD.  ,A ,Q,762.10,767.40,746.40,754.10,755.50,761.90,2108,77383,58566149.00,,INE059A01026,30-Oct-20,,
500089,DIC INDIA   ,B ,Q,364.25,368.00,362.00,367.00,367.00,364.25,198,5129,1869664.00,,INE303A01010,30-Oct-20,,
500092,CRISIL LTD  ,A ,Q,2045.00,2121.90,2036.10,2063.80,2062.25,2062.30,1043,4217,8764406.00,,INE007A01025,30-Oct-20,,
500093,CGPOWER     ,B ,Q,31.40,31.40,29.50,31.40,31.40,29.95,3271,2847023,88480310.00,,INE067A01029,30-Oct-20,,
500096,DABUR (I)   ,A ,Q,518.00,524.05,508.50,511.55,511.55,519.75,2483,78903,40512233.00,,INE016A01026,30-Oct-20,,
500097,DALMIASUG   ,B ,Q,132.15,133.60,130.45,130.90,130.45,132.00,178,3842,506544.00,,INE495A01022,30-Oct-20,,
500101,ARVIND Ltd  ,A ,Q,34.55,34.55,33.65,33.75,33.75,34.45,483,78836,2673679.00,,INE034A01011,30-Oct-20,,
500102,BALARPUR IND,T ,Q,1.15,1.20,1.15,1.19,1.19,1.18,95,136086,160775.00,,INE294A01037,30-Oct-20,,
500103,BHEL        ,A ,Q,28.00,28.40,27.35,28.00,28.00,27.85,4542,1593654,44428703.00,,INE257A01026,30-Oct-20,,
500104,HIND.PETRO  ,A ,Q,184.50,189.50,182.60,187.70,187.70,179.60,14180,1161202,216915042.00,,INE094A01015,30-Oct-20,,
500106,IFCI LTD    ,A ,Q,5.95,5.95,5.75,5.79,5.79,5.81,16630,288498,1681528.00,,INE039A01010,30-Oct-20,,
500108,MAHA.TELE   ,B ,Q,9.70,9.90,9.40,9.46,9.46,9.55,9688,275340,2634497.00,,INE153A01019,30-Oct-20,,
500109,MRPL        ,A ,Q,29.70,29.85,28.65,28.90,28.90,28.15,2749,258135,7541957.00,,INE103A01014,30-Oct-20,,
500110,CHENNAI PET.,A ,Q,76.00,79.80,75.90,76.95,76.70,73.80,3082,331505,25790865.00,,INE178A01016,30-Oct-20,,
500111,REL.CAP.    ,B ,Q,9.08,9.56,8.70,9.06,9.06,9.08,1276,801388,7339732.00,,INE013A01015,30-Oct-20,,
500112,STATE BANK  ,A ,Q,189.50,191.90,186.25,189.25,189.25,188.80,21307,2520183,476793044.00,,INE062A01020,30-Oct-20,,
500113,STEEL AUTH. ,A ,Q,33.65,34.55,33.45,34.35,34.35,33.65,7749,1622402,55328568.00,,INE114A01011,30-Oct-20,,
500114,TITAN       ,A ,Q,1178.00,1187.80,1159.50,1164.90,1168.15,1177.50,2214,61041,71359582.00,,INE280A01028,30-Oct-20,,
500116,IDBI BANK L ,A ,Q,37.10,37.10,36.30,36.45,36.40,36.85,275,41540,1519636.00,,INE008A01015,30-Oct-20,,
500117,DCW LTD.    ,B ,Q,14.25,15.40,14.10,15.00,15.00,13.85,266,66447,985167.00,,INE500A01029,30-Oct-20,,
500119,DHAMPUR SUGA,B ,Q,145.40,147.55,142.25,143.05,143.05,145.65,421,14648,2109890.00,,INE041A01016,30-Oct-20,,
500120,DIAMINES&CHM,X ,Q,398.00,413.00,393.00,399.65,399.90,392.70,545,21841,8823012.00,,INE591D01014,30-Oct-20,,
500123,ELANTAS     ,B ,Q,2300.00,2330.00,2001.00,2184.00,2184.00,2262.95,189,1165,2507083.00,,INE280B01018,30-Oct-20,,
500124,DR.REDDY'S  ,A ,Q,4964.00,4975.00,4871.80,4887.95,4887.95,4942.45,4947,43204,212356529.00,,INE089A01023,30-Oct-20,,
500125,E.I.D.PAR   ,A ,Q,278.90,279.90,271.45,276.00,275.30,275.30,211,2660,735557.00,,INE126A01031,30-Oct-20,,
500126,PGHL        ,A ,Q,5260.00,5270.95,5110.00,5141.10,5151.55,5192.50,620,1176,6089377.00,,INE199A01012,30-Oct-20,,
500128,ELEC.CASTING,B ,Q,20.45,22.20,20.45,21.45,21.45,20.15,391,112181,2401673.00,,INE086A01029,30-Oct-20,,
500133,ESAB INDIA  ,B ,Q,1325.00,1328.35,1310.80,1311.30,1311.30,1312.35,15,26,34360.00,,INE284A01012,30-Oct-20,,
500135,EPL         ,A ,Q,245.00,251.00,240.55,248.30,251.00,244.60,657,23304,5721271.00,,INE255A01020,30-Oct-20,,
500136,ESTER INDUS.,B ,Q,123.15,126.20,117.70,121.60,121.60,123.00,1817,61515,7517763.00,,INE778B01029,30-Oct-20,,
500143,P.H.CAPITAL ,X ,Q,9.50,9.50,9.50,9.50,9.50,9.97,1,10,95.00,,INE160F01013,30-Oct-20,,
500144,FINOL. CABLE,A ,Q,274.50,279.85,270.00,277.50,279.00,270.85,336,2648,722821.00,,INE235A01022,30-Oct-20,,
500147,COCKERILL   ,X ,Q,800.00,800.00,770.05,772.85,770.05,796.20,5,60,46641.00,,INE515A01019,30-Oct-20,,
500148,UFLEX LTD   ,A ,Q,333.20,336.00,330.65,333.85,332.80,332.90,230,2241,747047.00,,INE516A01017,30-Oct-20,,
500150,FOSECO INDIA,B ,Q,1180.00,1187.00,1158.00,1161.55,1161.40,1184.65,31,69,80490.00,,INE519A01011,30-Oct-20,,
500151,GOLDEN TOB  ,B ,Q,21.55,21.55,21.50,21.50,21.50,21.50,2,20,430.00,,INE973A01010,30-Oct-20,,
500153,GANESH BENZO,X ,Q,64.30,66.50,61.15,63.00,63.00,64.30,833,144736,9058520.00,,INE388A01029,30-Oct-20,,
500155,GARDEN SILK ,T ,Q,8.44,8.65,8.28,8.65,8.65,8.25,18,5213,44130.00,,INE526A01016,30-Oct-20,,
500159,METROGLOBL  ,X ,Q,45.85,45.85,43.25,43.25,43.25,42.50,2,108,4673.00,,INE085D01033,30-Oct-20,,
500160,GTL LTD.    ,B ,Q,3.30,3.30,3.09,3.13,3.16,3.16,36,13891,43581.00,,INE043A01012,30-Oct-20,,
500163,GODFREY PH  ,A ,Q,889.00,916.00,888.30,895.55,895.55,896.85,1634,33718,30418077.00,,INE260B01028,30-Oct-20,,
500164,GODREJ IND  ,A ,Q,370.20,375.15,364.55,366.50,366.85,367.95,683,5604,2071575.00,,INE233A01035,30-Oct-20,,
500165,KANSAI NERO ,A ,Q,515.00,524.75,501.90,514.50,514.70,512.30,465,6205,3189781.00,,INE531A01024,30-Oct-20,,
500166,GOODRICKE   ,X ,Q,282.00,285.00,281.00,281.05,281.00,283.10,25,1087,306350.00,,INE300A01016,30-Oct-20,,
500168,GOODYEAR (I),B ,Q,790.45,822.00,790.45,809.60,809.60,788.15,426,3632,2949441.00,,INE533A01012,30-Oct-20,,
500170,GTN INDUS   ,B ,Q,6.56,6.56,6.55,6.55,6.55,6.64,4,2500,16395.00,,INE537A01013,30-Oct-20,,
500171,GHCL LTD    ,A ,Q,157.60,159.15,153.40,156.55,156.85,156.35,352,4895,767216.00,,INE539A01019,30-Oct-20,,
500173,GFLLIMITED  ,B ,Q,80.55,80.60,79.25,79.55,79.55,79.70,136,2028,161815.00,,INE538A01037,30-Oct-20,,
500174,GUJ.LEASE   ,B ,Q,2.35,2.35,2.19,2.19,2.19,2.24,9,4286,9662.00,,INE540A01017,30-Oct-20,,
500179,HCL INFOSYS ,B ,Q,7.71,7.80,7.59,7.65,7.64,7.61,231,39765,305749.00,,INE236A01020,30-Oct-20,,
500180,HDFC BANK   ,A ,Q,1184.00,1199.25,1176.55,1183.45,1183.45,1188.05,9169,202973,240838945.00,,INE040A01034,30-Oct-20,,
500182,HEROMOTOCO  ,A ,Q,2923.00,2927.35,2786.55,2799.80,2799.80,2893.20,7591,80304,227536442.00,,INE158A01026,30-Oct-20,,
500183,HFCL        ,A ,Q,17.10,17.35,16.90,17.30,17.30,17.00,1495,587304,10074250.00,,INE548A01028,30-Oct-20,,
500184,HSCL        ,A ,Q,48.20,48.60,47.00,47.15,47.15,48.75,1635,165335,7871031.00,,INE019C01026,30-Oct-20,,
500185,HIND.CONSTN.,B ,Q,4.83,5.01,4.83,4.96,4.96,4.93,2370,205451,1018115.00,,INE549A01026,30-Oct-20,,
500186,HIND.OIL EXP,B ,Q,64.95,66.00,63.00,63.90,63.90,64.45,484,25079,1621153.00,,INE345A01011,30-Oct-20,,
500187,HSIL        ,B ,Q,77.10,80.00,76.35,77.70,77.95,78.65,329,14229,1114395.00,,INE415A01038,30-Oct-20,,
500188,HINDUS.ZI   ,A ,Q,204.60,207.55,202.20,203.25,203.25,204.55,2312,94404,19318289.00,,INE267A01025,30-Oct-20,,
500189,NXTDIGITAL  ,B ,Q,619.05,621.15,608.60,618.15,614.55,629.95,40,103,63550.00,,INE353A01023,30-Oct-20,,
500191,HMT LTD.    ,Z ,Q,14.30,15.02,14.30,14.79,15.02,14.40,21,3771,55891.00,,INE262A01018,30-Oct-20,,
500192,PRAG BOSIMI ,XT,Q,2.05,2.05,2.05,2.05,2.05,2.00,2,100,205.00,,INE962B01011,30-Oct-20,,
500193,HLVLTD      ,B ,Q,4.45,4.73,4.30,4.67,4.70,4.65,61,26810,122999.00,,INE102A01024,30-Oct-20,,
500199,I.G.PETRO   ,B ,Q,295.35,301.05,289.10,290.80,290.80,289.90,424,4267,1260510.00,,INE204A01010,30-Oct-20,,
500201,IND.GLYCOLS ,B ,Q,280.80,282.65,273.25,274.75,274.75,280.80,248,2371,657345.00,,INE560A01015,30-Oct-20,,
500206,MARGO FIN   ,X ,Q,8.55,8.55,8.55,8.55,8.55,8.15,4,601,5138.00,,INE680B01019,30-Oct-20,,
500207,INDO RAMA   ,B ,Q,21.25,21.90,21.20,21.30,21.30,21.35,39,4389,94330.00,,INE156A01020,30-Oct-20,,
500209,INFOSYS LTD ,A ,Q,1070.00,1083.50,1052.50,1060.60,1060.60,1074.80,6938,253115,269619894.00,,INE009A01021,30-Oct-20,,
500210,INGERSOLL   ,B ,Q,583.75,597.15,569.40,571.75,573.45,579.20,168,594,343850.00,,INE177A01018,30-Oct-20,,
500211,INSILCO LTD.,X ,Q,7.97,7.97,7.62,7.96,7.96,7.81,6,682,5414.00,,INE901A01011,30-Oct-20,,
500213,INTER.TRAVEL,X ,Q,49.00,49.00,47.60,48.15,48.15,49.90,14,1011,48652.00,,INE262B01016,30-Oct-20,,
500214,ION EXCHANGE,B ,Q,751.70,753.00,736.40,745.40,749.80,742.20,200,5795,4316821.00,,INE570A01014,30-Oct-20,,
500215,AGRO TECH FO,B ,Q,724.70,727.00,710.00,716.70,710.00,720.15,69,122,87879.00,,INE209A01019,30-Oct-20,,
500219,JAIN IRRIG  ,B ,Q,14.03,15.38,14.03,15.11,15.11,13.99,1650,1291353,19160450.00,,INE175A01038,30-Oct-20,,
500220,JASCH INDUST,X ,Q,34.00,34.00,31.50,32.25,32.85,33.15,63,6356,203496.00,,INE711C01010,30-Oct-20,,
500223,JCT LTD     ,XT,Q,0.81,0.84,0.76,0.80,0.81,0.80,172,303750,237888.00,,INE945A01026,30-Oct-20,,
500227,JINDAL POLYF,B ,Q,467.45,475.00,453.30,455.30,456.35,457.65,165,1470,689410.00,,INE197D01010,30-Oct-20,,
500228,JSWSL       ,A ,Q,306.00,312.80,304.00,308.90,308.70,306.90,3187,230962,71233956.00,,INE019A01038,30-Oct-20,,
500231,UMANG DAIR  ,B ,Q,43.50,43.75,42.30,43.65,43.45,43.60,28,1514,65209.00,,INE864B01027,30-Oct-20,,
500233,KAJARIA CER.,A ,Q,556.05,575.00,556.05,567.50,567.50,569.05,957,14849,8475671.00,,INE217B01036,30-Oct-20,,
500234,KAKATIYA CEM,B ,Q,155.25,167.00,155.25,162.15,164.00,163.40,468,4016,658032.00,,INE437B01014,30-Oct-20,,
500235,KALYANI STEL,B ,Q,211.85,213.70,208.50,209.35,209.35,210.40,155,1651,347697.00,,INE907A01026,30-Oct-20,,
500236,KANELIND    ,X ,Q,0.29,0.29,0.29,0.29,0.29,0.30,1,10,2.00,,INE252C01015,30-Oct-20,,
500238,WHIRLPOOL   ,A ,Q,2061.90,2133.00,2057.65,2119.55,2118.55,2052.90,1354,5290,11142430.00,,INE716A01013,30-Oct-20,,
500239,KG DENIM    ,X ,Q,19.70,20.70,19.70,20.45,20.50,19.70,31,5342,109426.00,,INE104A01012,30-Oct-20,,
500240,KINETIC ENG.,XT,Q,20.95,20.95,20.00,20.85,20.85,20.00,9,365,7445.00,,INE266B01017,30-Oct-20,,
500241,KIRL.BROS.  ,B ,Q,100.90,106.45,100.90,102.95,102.95,101.75,113,3568,372476.00,,INE732A01036,30-Oct-20,,
500243,KIRL INDUS  ,B ,Q,610.00,618.00,596.25,602.05,602.05,621.85,109,928,565255.00,,INE250A01039,30-Oct-20,,
500245,KIRL.FERROUS,B ,Q,92.35,94.10,92.35,93.30,92.80,92.45,245,6526,609121.00,,INE884B01025,30-Oct-20,,
500246,ENVAIN ELECT,XT,Q,29.20,29.25,29.20,29.25,29.25,29.25,3,224,6550.00,,INE601C01013,30-Oct-20,,
500247,KOTAK MAH.BK,A ,Q,1572.20,1574.40,1519.05,1547.60,1547.80,1571.05,11074,150020,231596589.00,,INE237A01028,30-Oct-20,,
500249,KSB         ,B ,Q,442.85,455.00,442.85,454.40,453.45,436.60,75,569,253777.00,,INE999A01015,30-Oct-20,,
500250,L.G.BALKRISH,B ,Q,257.35,260.05,248.45,249.50,251.15,256.75,349,3318,848217.00,,INE337A01034,30-Oct-20,,
500251,TRENT LTD.  ,A ,Q,673.00,673.80,654.65,659.55,656.55,671.30,623,7256,4790055.00,,INE849A01020,30-Oct-20,,
500252,LAXMIMACH   ,A ,Q,4052.00,4077.95,4000.00,4008.75,4000.00,4030.05,130,275,1107070.00,,INE269B01029,30-Oct-20,,
500253,LIC HOUS.FIN,A ,Q,287.95,288.30,280.95,282.95,282.95,286.85,2963,112569,32013891.00,,INE115A01026,30-Oct-20,,
500254,UTTAMVALUE  ,B ,Q,0.37,0.37,0.37,0.37,0.37,0.38,599,1455896,538681.00,,INE292A01023,30-Oct-20,,
500257,LUPIN LTD.  ,A ,Q,991.00,991.00,906.05,908.40,908.40,923.90,3357,93351,85534871.00,,INE326A01037,30-Oct-20,,
500259,LYKA LABS   ,B ,Q,17.90,17.90,17.35,17.40,17.35,17.70,20,1003,17706.00,,INE933A01014,30-Oct-20,,
500260,RAMCOCEM    ,A ,Q,794.00,810.05,781.95,796.35,797.00,787.75,597,14135,11244780.00,,INE331A01037,30-Oct-20,,
500264,MAFATLAL IND,X ,Q,86.95,86.95,80.30,81.35,81.90,81.55,39,2496,203021.00,,INE270B01027,30-Oct-20,,
500265,MAH.SEAMLESS,A ,Q,220.35,222.90,220.30,221.10,222.50,220.05,710,2799,618218.00,,INE271B01025,30-Oct-20,,
500266,MAH.SCOOTER ,A ,Q,2836.50,2840.00,2765.00,2789.25,2795.00,2822.35,104,259,723220.00,,INE288A01013,30-Oct-20,,
500267,MAJESTIC AUT,X ,Q,92.90,94.35,91.50,92.40,92.50,89.25,26,2762,255669.00,,INE201B01022,30-Oct-20,,
500268,MANALI PETRO,B ,Q,31.50,32.75,31.20,31.45,31.60,30.95,1059,214760,6883780.00,,INE201A01024,30-Oct-20,,
500271,MFSL        ,A ,Q,591.35,601.70,583.45,590.65,589.70,591.10,1859,32863,19432845.00,,INE180A01020,30-Oct-20,,
500279,MIRC ELECT  ,B ,Q,7.71,8.04,7.64,7.68,7.75,7.70,92,66553,514128.00,,INE831A01028,30-Oct-20,,
500280,CENTURY ENKA,B ,Q,177.00,183.00,176.30,179.10,179.10,174.05,1185,26219,4721833.00,,INE485A01015,30-Oct-20,,
500284,LORDS CHLORO,XT,Q,29.30,32.30,29.30,29.50,29.50,30.80,8,312,9374.00,,INE846D01012,30-Oct-20,,
500285,SPICEJET LTD,A ,Q,50.25,51.45,49.20,49.60,49.60,49.85,728,116056,5829434.00,,INE285B01017,30-Oct-20,,
500288,MOREPEN LAB.,B ,Q,25.15,25.75,24.75,25.35,25.35,24.75,673,156836,3968243.00,,INE083A01026,30-Oct-20,,
500290,MRF LTD.    ,A ,Q,67400.00,68374.95,64673.50,65256.50,65256.50,67215.40,1216,1569,103616796.00,,INE883A01011,30-Oct-20,,
500292,HEIDEL CEM  ,A ,Q,185.05,188.00,182.80,185.05,183.75,184.20,373,8631,1598309.00,,INE578A01017,30-Oct-20,,
500294,NCC         ,A ,Q,33.65,34.40,33.15,33.85,33.80,33.65,1013,342295,11596218.00,,INE868B01028,30-Oct-20,,
500295,VEDL        ,A ,Q,96.00,96.40,93.35,95.85,95.85,95.50,7267,1295712,123217553.00,,INE205A01025,30-Oct-20,,
500296,NAHAR SPG.  ,B ,Q,39.65,41.40,39.00,40.00,41.40,39.65,40,733,29124.00,,INE290A01027,30-Oct-20,,
500298,NAT.PEROXIDE,B ,Q,1978.25,1978.25,1867.00,1880.15,1880.15,1961.40,814,12399,23628295.00,,INE585A01020,30-Oct-20,,
500300,GRASIM IND. ,A ,Q,768.35,793.50,766.00,778.70,778.70,769.75,1272,38496,30037134.00,,INE047A01021,30-Oct-20,,
500302,PEL         ,A ,Q,1228.55,1271.20,1223.50,1261.55,1261.55,1215.25,4000,49182,61518277.00,,INE140A01024,30-Oct-20,,
500304,NIIT LTD.   ,B ,Q,133.20,143.90,131.00,139.55,139.55,134.40,3291,138698,19052985.00,,INE161A01038,30-Oct-20,,
500306,JAYKAY      ,XT,Q,3.92,3.92,3.56,3.90,3.92,3.74,13,695,2647.00,,INE903A01025,30-Oct-20,,
500307,NIRLON      ,B ,Q,231.95,236.00,227.10,235.00,236.00,227.40,74,1453,339461.00,,INE910A01012,30-Oct-20,,
500312,ONGC CORPN  ,A ,Q,65.05,65.90,64.20,64.95,64.95,64.40,6937,1233290,80062175.00,,INE213A01029,30-Oct-20,,
500313,OIL COUNTRY ,B ,Q,4.39,4.71,4.39,4.59,4.59,4.37,18,7287,33904.00,,INE591A01010,30-Oct-20,,
500314,ORIENT HOTEL,B ,Q,19.90,19.95,19.25,19.80,19.90,19.90,34,2211,43329.00,,INE750A01020,30-Oct-20,,
500317,OSWAL AGRO. ,B ,Q,8.75,8.75,8.48,8.48,8.48,8.63,30,5876,50532.00,,INE142A01012,30-Oct-20,,
500319,INDIAN SUCRO,X ,Q,22.10,22.35,22.05,22.10,22.10,22.10,9,1751,38712.00,,INE557C01017,30-Oct-20,,
500325,RELIANCE    ,A ,Q,2035.00,2064.65,2022.00,2054.35,2054.35,2026.55,21010,354434,723330099.00,,INE002A01018,30-Oct-20,,
500327,PILITA      ,B ,Q,6.85,6.85,6.60,6.76,6.76,6.55,10,3790,25490.00,,INE600A01035,30-Oct-20,,
500329,PENTAMED.G  ,Z ,Q,0.32,0.32,0.30,0.32,0.32,0.31,34,56899,18113.00,,INE202A01022,30-Oct-20,,
500330,RAYMOND     ,A ,Q,271.05,275.65,268.10,271.85,273.00,273.70,1440,30950,8407314.00,,INE301A01014,30-Oct-20,,
500331,PIDILITE    ,A ,Q,1590.85,1591.00,1558.20,1570.45,1570.45,1590.35,2420,25240,39740744.00,,INE318A01026,30-Oct-20,,
500333,PIX TRANS   ,X ,Q,146.95,146.95,138.50,142.95,143.50,142.60,86,7555,1075721.00,,INE751B01018,30-Oct-20,,
500335,BIRLA CORPN.,A ,Q,640.00,652.40,633.55,640.20,641.00,634.55,753,15896,10199384.00,,INE340A01012,30-Oct-20,,
500336,SURYA ROSHNI,B ,Q,230.90,236.35,220.20,221.50,221.50,227.45,1148,14767,3346852.00,,INE335A01012,30-Oct-20,,
500337,PRIME SECUR.,B ,Q,44.75,44.75,44.00,44.15,44.00,44.50,9,270,11951.00,,INE032B01021,30-Oct-20,,
500338,PRSMJOHNSN  ,A ,Q,73.00,74.15,71.40,71.65,71.40,71.55,367,13777,998537.00,,INE010A01011,30-Oct-20,,
500339,RAIN        ,A ,Q,102.30,108.40,102.30,106.25,106.25,103.80,3359,157795,16810301.00,,INE855B01025,30-Oct-20,,
500343,AMJLAND     ,B ,Q,21.20,21.80,20.60,21.40,21.50,21.05,29,2825,60238.00,,INE606A01024,30-Oct-20,,
500346,PUN.COMMUNI.,T ,Q,27.05,27.05,27.00,27.00,27.00,26.60,7,750,20277.00,,INE609A01010,30-Oct-20,,
500350,RSWM  LTD   ,T ,Q,88.00,94.70,88.00,93.85,93.85,90.20,5,332,29871.00,,INE611A01016,30-Oct-20,,
500354,RAJSH.SUGAR ,B ,Q,12.61,13.01,12.61,13.01,13.01,12.99,2,215,2791.00,,INE562B01019,30-Oct-20,,
500355,RALLIS INDIA,A ,Q,246.25,250.55,244.40,247.75,247.90,246.95,614,7793,1930097.00,,INE613A01020,30-Oct-20,,
500356,RAMANEWS    ,B ,Q,12.70,12.70,12.70,12.70,12.70,12.59,10,1001,12712.00,,INE278B01020,30-Oct-20,,
500357,RAMA PAPER  ,X ,Q,9.80,9.80,9.80,9.80,9.80,9.80,2,201,1969.00,,INE425E01013,30-Oct-20,,
500360,RAPICUT CARB,X ,Q,20.00,20.95,20.00,20.20,20.20,20.60,21,1168,23559.00,,INE350D01015,30-Oct-20,,
500365,WELSPLSOL   ,X ,Q,8.62,9.29,8.62,9.28,9.29,9.00,29,14725,135428.00,,INE731F01037,30-Oct-20,,
500366,ROLTA (I)   ,B ,Q,4.65,4.75,4.45,4.57,4.56,4.58,15731,63989,294707.00,,INE293A01013,30-Oct-20,,
500367,RUBFILA INT.,X ,Q,40.45,40.50,37.05,39.95,40.05,39.90,225,21299,837935.00,,INE642C01025,30-Oct-20,,
500368,RUCHI SOYA  ,T ,Q,526.00,526.00,500.00,511.85,514.90,512.95,173,2046,1048168.00,,INE619A01035,30-Oct-20,,
500378,JINDAL SAW  ,A ,Q,59.95,60.95,59.50,60.20,60.65,59.90,369,47879,2881969.00,,INE324A01024,30-Oct-20,,
500380,JK LAKSHMI  ,A ,Q,287.20,291.50,287.20,290.00,289.35,285.75,506,11082,3213468.00,,INE786A01032,30-Oct-20,,
500387,SHREE CEMENT,A ,Q,21650.00,22047.25,21536.70,21649.60,21618.40,21678.05,675,1454,31700630.00,,INE070A01015,30-Oct-20,,
